code,country,year,subject,level,sourcetest,n_res,hlo,hlo_se,hlo_m,hlo_m_se,hlo_f,hlo_f_se,region,incomegroup
BHR,Bahrain,2015,science,pri,TIMSS,1,458.81204,2.3614295,439.38089,3.1754305,478.40588,2.9179835,Middle East & North Africa,High income
BHR,Bahrain,2015,science,sec,TIMSS,1,465.85251,2.1275778,441.74255,3.3278356,491.76929,3.2509379,Middle East & North Africa,High income
BHR,Bahrain,2016,reading,pri,PIRLS,1,445.99948,2.1803358,424.35068,3.4446721,467.77228,2.7830238,Middle East & North Africa,High income
BIH,Bosnia and Herzegovina,2007,math,sec,TIMSS,1,455.86328,2.6965728,455.27933,2.841902,456.47516,3.0971198,Europe & Central Asia,Upper middle income
BIH,Bosnia and Herzegovina,2007,science,sec,TIMSS,1,465.74518,2.815311,467.28714,2.9086399,464.12946,3.3689754,Europe & Central Asia,Upper middle income
BLZ,Belize,2001,reading,pri,PIRLS,1,326.82858,4.6966333,314.55811,5.3723412,341.72763,5.4439521,Latin America & Caribbean,Upper middle income
BRA,Brazil,2000,math,sec,PISA,1,366.13266,3.9392288,380.05127,3.9528644,355.09406,3.9021235,Latin America & Caribbean,Upper middle income
BRA,Brazil,2000,reading,sec,PISA,1,396.02908,3.0991867,387.63678,3.9142869,404.30298,3.4140351,Latin America & Caribbean,Upper middle income
BRA,Brazil,2000,science,sec,PISA,1,411.86966,3.0717814,412.38483,3.0363023,412.30872,3.1144772,Latin America & Caribbean,Upper middle income
BRA,Brazil,2003,math,sec,PISA,1,386.57712,4.8540502,394.60049,4.7760997,379.57571,4.882863,Latin America & Caribbean,Upper middle income
BRA,Brazil,2003,reading,sec,PISA,1,402.7963,4.5791011,384.21793,5.7660599,418.8504,4.1320567,Latin America & Caribbean,Upper middle income
BRA,Brazil,2003,science,sec,PISA,1,424.38348,4.2033606,427.10049,3.9837582,422.01105,4.0884848,Latin America & Caribbean,Upper middle income
BRA,Brazil,2006,math,pri,LLECE,1,378.39255,5.8786407,383.67389,5.9624462,373.8183,5.8300323,Latin America & Caribbean,Upper middle income
BRA,Brazil,2006,math,sec,PISA,1,399.05255,3.4339128,408.35474,3.4236727,391.06329,3.3477366,Latin America & Caribbean,Upper middle income
BRA,Brazil,2006,reading,pri,LLECE,1,463.56265,4.6149464,459.55927,4.484354,467.76898,4.5489054,Latin America & Caribbean,Upper middle income
BRA,Brazil,2006,reading,sec,PISA,1,392.8851,3.7431953,375.80661,4.3401151,407.55319,3.676966,Latin America & Caribbean,Upper middle income
BRA,Brazil,2006,science,sec,PISA,1,425,2.6496501,429.17242,2.6200047,421.41647,2.7075205,Latin America & Caribbean,Upper middle income
BRA,Brazil,2009,math,sec,PISA,1,414.11545,2.7716911,421.72458,2.9064751,407.39209,2.8529353,Latin America & Caribbean,Upper middle income
BRA,Brazil,2009,reading,sec,PISA,1,411.75491,2.727802,396.55774,2.9087458,425.18304,2.8001604,Latin America & Caribbean,Upper middle income
BRA,Brazil,2009,science,sec,PISA,1,438.05225,2.4094951,439.57761,2.3116312,436.70441,2.3242548,Latin America & Caribbean,Upper middle income
BRA,Brazil,2012,math,sec,PISA,1,418.90802,2.6203568,411.51477,2.5612419,428.1496,2.5228107,Latin America & Caribbean,Upper middle income
BRA,Brazil,2012,reading,sec,PISA,1,410,2.0303731,425,2.3394501,394,2.0889983,Latin America & Caribbean,Upper middle income
BRA,Brazil,2012,science,sec,PISA,1,437.70239,2.1514785,436.83643,2.0158916,438.56836,2.0383863,Latin America & Caribbean,Upper middle income
BRA,Brazil,2013,math,pri,LLECE,1,398.26749,5.7463398,393.33414,5.6917834,403.36731,5.3371062,Latin America & Caribbean,Upper middle income
BRA,Brazil,2013,reading,pri,LLECE,1,465.4523,4.2843652,468.34821,4.522738,462.24152,4.1943951,Latin America & Caribbean,Upper middle income
BRA,Brazil,2013,science,pri,LLECE,1,423.17447,4.3122897,424.73837,4.596312,421.405,4.2828665,Latin America & Caribbean,Upper middle income
BRA,Brazil,2015,math,sec,PISA,1,406.03406,3.2220066,413.4006,3.1998205,399.08423,3.236614,Latin America & Caribbean,Upper middle income
BRA,Brazil,2015,reading,sec,PISA,1,407.3486,2.7501552,395.46326,3.0840919,418.56168,2.9513352,Latin America & Caribbean,Upper middle income
BRA,Brazil,2015,science,sec,PISA,1,433.96323,2.223762,435.78259,2.2117872,432.2468,2.284703,Latin America & Caribbean,Upper middle income
BWA,Botswana,2000,math,pri,SACMEQ,1,410.62497,5.8473687,415.69736,5.5453119,405.33478,5.7014241,Sub-Saharan Africa,Upper middle income
BWA,Botswana,2000,reading,pri,SACMEQ,1,369.24838,7.463119,383.22849,6.929739,354.67398,7.2076807,Sub-Saharan Africa,Upper middle income
BWA,Botswana,2003,math,sec,TIMSS,1,366.34497,2.5812392,364.57574,2.8918862,368.01917,2.5853574,Sub-Saharan Africa,Upper middle income
BWA,Botswana,2003,science,sec,TIMSS,1,364.56924,2.8396537,365.68332,3.3813696,363.51501,3.2118113,Sub-Saharan Africa,Upper middle income
BWA,Botswana,2007,math,pri,SACMEQ,1,419.22089,5.5125108,422.63626,5.52388,415.76828,5.6531582,Sub-Saharan Africa,Upper middle income
BWA,Botswana,2007,math,sec,TIMSS,1,363.53882,2.2682209,355.40903,3.2021599,370.85007,2.3685539,Sub-Saharan Africa,Upper middle income
BWA,Botswana,2007,reading,pri,SACMEQ,1,383.49985,7.0752988,399.07587,7.0483766,367.77963,7.5405259,Sub-Saharan Africa,Upper middle income
BWA,Botswana,2007,science,sec,TIMSS,1,354.53409,3.0537713,343.0365,3.5591435,364.87405,3.7409871,Sub-Saharan Africa,Upper middle income
BWA,Botswana,2011,math,pri,TIMSS,1,419.22089,3.7113078,409.84573,4.2156153,428.03979,3.9875333,Sub-Saharan Africa,Upper middle income
BWA,Botswana,2011,math,sec,TIMSS,1,396.68225,2.5034091,389.62759,3.0403423,403.33603,2.8608949,Sub-Saharan Africa,Upper middle income
BWA,Botswana,2011,reading,pri,PIRLS,1,418.99258,4.1293559,404.74792,4.7754421,432.45346,4.2182589,Sub-Saharan Africa,Upper middle income
BWA,Botswana,2011,science,pri,TIMSS,1,367.32822,5.4895215,359.75598,6.3912253,374.45117,5.8075342,Sub-Saharan Africa,Upper middle income
BWA,Botswana,2011,science,sec,TIMSS,1,404.44467,3.5728633,398.93753,3.6546681,409.63885,4.3050356,Sub-Saharan Africa,Upper middle income
BWA,Botswana,2013,math,pri,SACMEQ,1,466.73953,7.406991,,,,,Sub-Saharan Africa,Upper middle income
BWA,Botswana,2013,reading,pri,SACMEQ,1,417.65591,8.923418,,,,,Sub-Saharan Africa,Upper middle income
BWA,Botswana,2015,math,sec,TIMSS,1,390.83514,2.0170653,381.02878,2.3573918,400.21198,2.5627034,Sub-Saharan Africa,Upper middle income
BWA,Botswana,2015,science,sec,TIMSS,1,391.80142,2.7221012,380.58432,3.0762024,402.52722,3.2297962,Sub-Saharan Africa,Upper middle income
CAN,Canada,2000,math,sec,PISA,1,550.14001,2.4363627,555.53821,2.2312026,546.05017,2.3830485,North America,High income
CAN,Canada,2000,reading,sec,PISA,1,534.31274,1.558731,518.92279,1.7635272,551.13312,1.703818,North America,High income
CAN,Canada,2000,science,sec,PISA,1,545.39441,1.7093792,545.18738,1.6318073,546.78259,1.6913759,North America,High income
CAN,Canada,2001,reading,pri,PIRLS,1,544.14587,2.3769467,535.57611,2.5542557,552.89111,2.6233492,North America,High income
CAN,Canada,2003,math,sec,PISA,1,549.66394,2.6094375,557.32288,2.4777169,546.99841,2.533103,North America,High income
CAN,Canada,2003,reading,sec,PISA,1,527.91364,1.7466676,513.9975,2.0469613,545.52539,1.816646,North America,High income
CAN,Canada,2003,science,sec,PISA,1,536.20209,2.0042799,543.66058,2.0272701,534.09686,2.0474906,North America,High income
CAN,Canada,2006,math,sec,PISA,1,544.59998,2.6115572,551.13531,2.6817982,537.99731,2.595535,North America,High income
CAN,Canada,2006,reading,sec,PISA,1,527.01129,2.4386907,511.14246,2.8387482,543.04358,2.4663782,North America,High income
CAN,Canada,2006,science,sec,PISA,1,549.81909,2.018604,551.57361,2.0566435,548.04645,2.0169361,North America,High income
CAN,Canada,2009,math,sec,PISA,1,544.41327,2.4307432,549.86127,2.3870697,538.89319,2.5458603,North America,High income
CAN,Canada,2009,reading,sec,PISA,1,524.24182,1.4831774,507.18219,1.7602915,541.52722,1.7263832,North America,High income
CAN,Canada,2009,science,sec,PISA,1,544.82697,1.7737767,546.82458,1.7467701,542.80286,1.7558148,North America,High income
CAN,Canada,2011,reading,pri,PIRLS,1,548.41705,1.6322438,542.4588,2.0693567,554.55402,1.7426293,North America,High income
CAN,Canada,2012,math,sec,PISA,1,536.34094,2.6299684,541.02637,2.555423,531.67279,2.581671,North America,High income
CAN,Canada,2012,reading,sec,PISA,1,523.12402,1.9263783,505.53021,2.288049,540.65338,2.1061814,North America,High income
CAN,Canada,2012,science,sec,PISA,1,542.00067,2.0037417,543.22125,1.9241621,540.78461,2.0221391,North America,High income
CAN,Canada,2015,math,pri,TIMSS,1,510.55637,2.3738463,515.14655,2.6819937,506.08133,2.4284873,North America,High income
CAN,Canada,2015,math,sec,TIMSS,1,527.27893,2.1837583,529.50909,2.6992519,525.12744,2.0430431,North America,High income
CAN,Canada,2015,reading,sec,PISA,1,526.66779,2.3009396,513.53546,2.5506029,539.76239,2.4930434,North America,High income
CAN,Canada,2015,science,pri,TIMSS,1,524.7821,2.6811912,523.75403,3.0726402,526.16083,2.6237612,North America,High income
CAN,Canada,2015,science,sec,TIMSS,1,526.17181,2.2723165,528.50134,2.7486012,523.93823,2.2998493,North America,High income
CAN,Canada,2016,reading,pri,PIRLS,1,543.09814,1.7764601,537.39636,1.9924672,548.98553,2.1623192,North America,High income
CHE,Switzerland,2000,math,sec,PISA,1,546.75818,4.4581079,553.81085,4.508245,540.71375,4.4497399,Europe & Central Asia,High income
CHE,Switzerland,2000,reading,sec,PISA,1,494.37161,4.246748,480.05405,4.8504424,510.02286,4.4985056,Europe & Central Asia,High income
CHE,Switzerland,2000,science,sec,PISA,1,516.21735,4.029388,519.72443,4.2106199,513.67224,4.1418529,Europe & Central Asia,High income
CHE,Switzerland,2003,math,sec,PISA,1,544.18042,3.5190408,551.59662,3.6129246,536.23077,3.5412893,Europe & Central Asia,High income
CHE,Switzerland,2003,reading,sec,PISA,1,499.1214,3.2812779,481.98975,4.3722148,517.48535,3.1006935,Europe & Central Asia,High income
CHE,Switzerland,2003,science,sec,PISA,1,531.20575,3.4453447,535.52448,3.5511458,526.57635,3.520014,Europe & Central Asia,High income
CHE,Switzerland,2006,math,sec,PISA,1,547.04803,3.4060791,553.07007,3.4428535,540.63477,3.566,Europe & Central Asia,High income
CHE,Switzerland,2006,reading,sec,PISA,1,499.27777,3.0612547,484.35339,3.2204316,515.17188,3.3459344,Europe & Central Asia,High income
CHE,Switzerland,2006,science,sec,PISA,1,529.94867,3.04597,532.27936,2.9603698,527.46655,2.9610291,Europe & Central Asia,High income
CHE,Switzerland,2009,math,sec,PISA,1,551.02606,3.5034771,560.03699,3.5500076,541.69086,3.6892128,Europe & Central Asia,High income
CHE,Switzerland,2009,reading,sec,PISA,1,500.50021,2.4435766,481.44077,2.8586612,520.23993,2.6586025,Europe & Central Asia,High income
CHE,Switzerland,2009,science,sec,PISA,1,534.31628,2.7597036,537.71179,2.7020557,530.78754,2.7502964,Europe & Central Asia,High income
CHE,Switzerland,2012,math,sec,PISA,1,548.22626,3.5043049,554.17572,3.4834483,542.25775,3.4101038,Europe & Central Asia,High income
CHE,Switzerland,2012,reading,sec,PISA,1,509.04025,2.5653553,491.07422,3.0656536,527.06354,2.528645,Europe & Central Asia,High income
CHE,Switzerland,2012,science,sec,PISA,1,533.21655,2.602304,535.77765,2.7300634,530.64716,2.6335955,Europe & Central Asia,High income
CHE,Switzerland,2015,math,sec,PISA,1,539.27997,3.3373461,544.60767,3.2605081,533.48792,3.2652349,Europe & Central Asia,High income
CHE,Switzerland,2015,reading,sec,PISA,1,492.19824,3.0310199,480.07953,3.4302695,505.37317,3.4350269,Europe & Central Asia,High income
CHE,Switzerland,2015,science,sec,PISA,1,524.73724,2.7516332,527.28607,2.7053397,521.96625,2.8040624,Europe & Central Asia,High income
CHL,Chile,2000,math,sec,PISA,1,411.98865,3.7631061,416.16568,3.9577496,408.51611,3.944216,Latin America & Caribbean,High income
CHL,Chile,2000,reading,sec,PISA,1,409.55679,3.5857396,396.49399,4.2882404,421.10117,4.6191134,Latin America & Caribbean,High income
CHL,Chile,2000,science,sec,PISA,1,446.23486,3.2761939,449.05847,3.2490101,443.68488,3.1864977,Latin America & Caribbean,High income
CHL,Chile,2003,math,sec,TIMSS,1,386.88022,3.2693045,394.29263,4.2505441,378.83768,3.5274007,Latin America & Caribbean,High income
CHL,Chile,2003,science,sec,TIMSS,1,412.85077,2.8895938,426.65881,3.5658526,397.86884,3.2187521,Latin America & Caribbean,High income
CHL,Chile,2006,math,pri,LLECE,1,395.9838,6.0676079,400.87772,5.776381,394.15387,5.7765489,Latin America & Caribbean,High income
CHL,Chile,2006,math,sec,PISA,1,437.71494,4.4988861,449.57138,4.5882049,423.79156,4.6472697,Latin America & Caribbean,High income
CHL,Chile,2006,reading,pri,LLECE,1,477.03961,4.5273576,475.65323,4.4345479,479.25839,4.6495976,Latin America & Caribbean,High income
CHL,Chile,2006,reading,sec,PISA,1,442.09134,4.9926505,434.29062,5.970027,451.25198,5.3766623,Latin America & Caribbean,High income
CHL,Chile,2006,science,sec,PISA,1,466.43301,4.1349759,475.0527,3.9218004,456.31064,3.946779,Latin America & Caribbean,High income
CHL,Chile,2009,math,sec,PISA,1,446.68863,3.3783181,456.18176,3.4891181,436.81439,3.4384325,Latin America & Caribbean,High income
CHL,Chile,2009,reading,sec,PISA,1,449.3696,3.125474,438.55246,3.862802,460.62097,3.5749078,Latin America & Caribbean,High income
CHL,Chile,2009,science,sec,PISA,1,474.47775,2.8257871,478.29752,2.798193,470.5047,2.8628099,Latin America & Caribbean,High income
CHL,Chile,2011,math,pri,TIMSS,1,461.68054,2.2560644,466.45013,2.8218811,457.08167,2.7465153,Latin America & Caribbean,High income
CHL,Chile,2011,math,sec,TIMSS,1,416.26682,2.5939527,423.94449,3.0479696,409.46213,3.2275994,Latin America & Caribbean,High income
CHL,Chile,2011,science,pri,TIMSS,1,480.27405,2.4441698,486.33453,2.8409319,474.43045,2.8357153,Latin America & Caribbean,High income
CHL,Chile,2011,science,sec,TIMSS,1,461.46588,2.4862971,469.75897,2.941802,454.11569,3.1632497,Latin America & Caribbean,High income
CHL,Chile,2012,math,sec,PISA,1,448.14127,3.3795793,460.05576,3.2991812,436.96906,3.3646028,Latin America & Caribbean,High income
CHL,Chile,2012,reading,sec,PISA,1,441.39816,2.9021027,429.69617,3.8311691,452.37115,2.9150138,Latin America & Caribbean,High income
CHL,Chile,2012,science,sec,PISA,1,472.28391,2.7348688,475.32098,2.6888046,469.43604,2.7770271,Latin America & Caribbean,High income
CHL,Chile,2013,math,pri,LLECE,1,458.15732,5.4760461,455.35141,5.4868793,460.98468,5.5320864,Latin America & Caribbean,High income
CHL,Chile,2013,reading,pri,LLECE,1,482.76727,4.1562514,486.33987,4.2425818,479.50354,4.1193004,Latin America & Caribbean,High income
CHL,Chile,2013,science,pri,LLECE,1,465.32794,4.2238212,470.6517,3.9874132,459.81543,4.3316345,Latin America & Caribbean,High income
CHL,Chile,2015,math,pri,TIMSS,1,458.58224,2.3979728,459.17245,2.9552472,457.96417,2.8399994,Latin America & Caribbean,High income
CHL,Chile,2015,math,sec,TIMSS,1,427.42624,3.1565747,435.9144,4.2678914,418.06699,3.6836703,Latin America & Caribbean,High income
CHL,Chile,2015,reading,sec,PISA,1,458.57086,2.5848777,452.64224,3.3620257,464.56165,2.9100602,Latin America & Caribbean,High income
CHL,Chile,2015,science,pri,TIMSS,1,477.71048,2.7431307,478.42117,3.3989263,476.96619,3.0760884,Latin America & Caribbean,High income
CHL,Chile,2015,science,sec,TIMSS,1,453.96921,3.0564914,459.82962,4.0856967,447.50735,3.5960708,Latin America & Caribbean,High income
CHL,Chile,2016,reading,pri,PIRLS,1,493.8721,2.5078621,486.97565,3.2735472,501.42065,2.8532178,Latin America & Caribbean,High income
CHN,China,2009,math,sec,PISA,0,612.12732,3.2444768,611.52795,3.3332238,612.71588,3.1724734,East Asia & Pacific,Upper middle income
CHN,China,2009,reading,sec,PISA,0,555.82813,2.3967681,535.73096,3.0429945,575.56635,2.2803698,East Asia & Pacific,Upper middle income
CHN,China,2009,science,sec,PISA,0,584.58563,2.3083889,584.33929,2.2358296,584.82751,2.210279,East Asia & Pacific,Upper middle income
CHN,China,2012,math,sec,PISA,0,623.771,3.5139298,626.48053,3.4806871,621.19531,3.562649,East Asia & Pacific,Upper middle income
CHN,China,2012,reading,sec,PISA,0,569.58838,2.8555076,557.26868,3.343786,581.29932,2.8053362,East Asia & Pacific,Upper middle income
CHN,China,2012,science,sec,PISA,0,589.34888,2.8549592,591.44916,2.8161204,587.35236,2.799861,East Asia & Pacific,Upper middle income
CHN,China,2015,math,sec,PISA,0,548.56366,4.9628725,551.07233,4.9884276,545.69739,4.7221713,East Asia & Pacific,Upper middle income
CHN,China,2015,reading,sec,PISA,0,493.94122,5.1319137,486.39896,4.963222,502.55856,5.8165078,East Asia & Pacific,Upper middle income
CHN,China,2015,science,sec,PISA,0,535.36566,4.4267292,539.1474,4.4069386,531.04486,4.1876183,East Asia & Pacific,Upper middle income
CHN,China,2015,average,sec,"PISA and PIRLS, Extrapolated",1,456,,456,,456,,East Asia & Pacific,Upper middle income
CIV,Côte d'Ivoire,2006,reading,pri,PASEC,1,338.41345,9.2441492,335.35544,9.3204966,342.00153,9.2042627,Sub-Saharan Africa,Lower middle income
CIV,Côte d'Ivoire,2014,reading,pri,PASEC,1,516.98553,9.4164333,514.80457,9.5389853,519.56818,9.4164715,Sub-Saharan Africa,Lower middle income
CMR,Cameroon,2006,reading,pri,PASEC,1,414.79944,9.6531029,410.97836,9.5979691,419.66092,9.7245121,Sub-Saharan Africa,Lower middle income
CMR,Cameroon,2014,reading,pri,PASEC,1,517.49738,9.7369184,509.37512,9.3081245,527.15442,10.000379,Sub-Saharan Africa,Lower middle income
COD,"Congo, (Kinshasa)",2006,reading,pri,PASEC,1,364.58054,10.136303,372.21179,10.176579,354.93369,10.095584,Sub-Saharan Africa,Low income
COD,"Congo, (Kinshasa)",2010,reading,pri,EGRA,0,282.21829,3.2440758,286.40817,3.3697355,277.79001,3.3019087,Sub-Saharan Africa,Low income
COD,"Congo, (Kinshasa)",2012,reading,pri,EGRA,0,283.3255,3.2707183,286.10428,3.2572155,280.50098,3.2809842,Sub-Saharan Africa,Low income
COG,Congo (Brazzaville),2006,reading,pri,PASEC,1,342.49246,10.251582,342.44418,9.8324461,342.54373,10.494601,Sub-Saharan Africa,Lower middle income
COG,Congo (Brazzaville),2014,reading,pri,PASEC,1,503.39581,9.782135,498.40433,9.7107868,508.43442,9.3473825,Sub-Saharan Africa,Lower middle income
COL,Colombia,2001,reading,pri,PIRLS,1,422.4281,4.4467688,416.43481,4.7447352,428.30756,5.1025524,Latin America & Caribbean,Upper middle income
COL,Colombia,2006,math,pri,LLECE,1,371.7915,5.5408759,379.43918,5.6029615,365.14642,5.5913157,Latin America & Caribbean,Upper middle income
COL,Colombia,2006,math,sec,PISA,1,399.48087,4.0632501,410.4534,3.9126787,390.08188,4.0287733,Latin America & Caribbean,Upper middle income
COL,Colombia,2006,reading,pri,LLECE,1,460.74576,4.4026227,461.98657,4.4173841,459.66788,4.4324551,Latin America & Caribbean,Upper middle income
COL,Colombia,2006,reading,sec,PISA,1,385.30804,5.0829277,375.26205,5.6002722,393.91336,5.58359,Latin America & Caribbean,Upper middle income
COL,Colombia,2006,science,pri,LLECE,1,427.11111,4.3676639,435.19971,4.0795116,419.75937,4.1999164,Latin America & Caribbean,Upper middle income
COL,Colombia,2006,science,sec,PISA,1,423.01407,3.2179127,427.21103,3.2170315,419.41904,3.0651002,Latin America & Caribbean,Upper middle income
COL,Colombia,2007,math,pri,TIMSS,1,355.45044,4.9742498,364.09189,5.4896049,346.66458,5.1920576,Latin America & Caribbean,Upper middle income
COL,Colombia,2007,math,sec,TIMSS,1,379.63583,3.6318719,395.82196,4.0837593,364.06833,4.1781731,Latin America & Caribbean,Upper middle income
COL,Colombia,2007,science,pri,TIMSS,1,400.30457,5.4455242,407.92319,6.0120263,392.55865,5.4902368,Latin America & Caribbean,Upper middle income
